age,experience,education,job_title,location,company_size,skills,salary
22,8,Bachelor,DevOps Engineer,Los Angeles,Medium (200-1000),"Excel, PowerPoint, Teamwork, Machine Learning, JavaScript, Leadership",171561
59,0,Bachelor,UX Designer,Los Angeles,Startup (1-50),"Financial Modeling, Machine Learning, JavaScript, AWS, Project Management, Excel, PowerPoint",94019
26,4,Bachelor,Investment Banker,New York,Startup (1-50),"Excel, AWS, Python, Leadership, Machine Learning, Financial Modeling",112177
23,30,Bachelor,Software Engineer,San Francisco,Large (1000+),"Teamwork, JavaScript, Communication, AWS, Excel, SQL, Project Management, Machine Learning",338386
49,10,PhD,Marketing Manager,San Francisco,Small (50-200),"Project Management, Excel, PowerPoint, JavaScript, Python, Financial Modeling, Communication, Leadership",173813
24,27,Bachelor,Investment Banker,Austin,Medium (200-1000),"Project Management, AWS, Financial Modeling, Excel, Communication",144034
25,29,PhD,Risk Manager,San Francisco,Small (50-200),"AWS, Excel, Financial Modeling, Machine Learning, Python, SQL",302051
42,25,Bachelor,UX Designer,Atlanta,Large (1000+),"PowerPoint, Project Management, Leadership, SQL, Teamwork, Machine Learning",176920
57,2,Master,Risk Manager,Boston,Large (1000+),"Leadership, AWS, PowerPoint, Excel, Financial Modeling",148276
58,9,Master,Pharmacist,San Francisco,Medium (200-1000),"Leadership, Excel, Financial Modeling, Project Management, Teamwork, Communication, AWS",190313
53,11,Master,Risk Manager,Boston,Medium (200-1000),"Communication, Excel, Leadership, Teamwork, Python, SQL, Financial Modeling",160354
36,2,Bachelor,Risk Manager,Los Angeles,Large (1000+),"Leadership, Excel, JavaScript, Teamwork, Python, SQL, Communication, Project Management",143345
24,25,PhD,UX Designer,Denver,Large (1000+),"Machine Learning, Communication, Leadership, Excel, Python, Project Management",302339
25,37,Master,Software Engineer,Atlanta,Small (50-200),"Python, PowerPoint, Project Management, Excel, Leadership, JavaScript, AWS, Machine Learning",186912
59,23,Bachelor,DevOps Engineer,San Francisco,Medium (200-1000),"Communication, Teamwork, Excel, Leadership, SQL, Machine Learning",246263
25,23,Bachelor,Investment Banker,Austin,Medium (200-1000),"JavaScript, Machine Learning, Excel, PowerPoint, Python, Leadership, Financial Modeling",137356
50,4,Master,Data Scientist,Austin,Startup (1-50),"JavaScript, Communication, PowerPoint, Financial Modeling, Leadership",90616
47,28,Bachelor,DevOps Engineer,Boston,Large (1000+),"Teamwork, Financial Modeling, SQL, Excel, JavaScript",265121
53,4,Bachelor,Medical Technician,Denver,Startup (1-50),"JavaScript, PowerPoint, Python, SQL, Project Management",80546
37,16,Master,Medical Technician,Los Angeles,Medium (200-1000),"Leadership, JavaScript, SQL, Python, PowerPoint",217034
39,22,Bachelor,HR Specialist,Seattle,Small (50-200),"Leadership, SQL, Excel, AWS, Communication, Python, Project Management, JavaScript",127555
43,38,High School,Doctor,Austin,Large (1000+),"Teamwork, AWS, Financial Modeling, Leadership, Machine Learning",208464
25,2,Bachelor,UX Designer,Chicago,Small (50-200),"Communication, Financial Modeling, Project Management, Machine Learning, AWS, PowerPoint, Excel, SQL",83835
58,2,Master,Risk Manager,Austin,Medium (200-1000),"Financial Modeling, JavaScript, Teamwork, Leadership, Python",92858
41,35,Master,Doctor,Denver,Large (1000+),"Machine Learning, Excel, Financial Modeling, Project Management, Leadership, Communication, SQL",336396
41,37,Master,Marketing Manager,New York,Large (1000+),"AWS, Project Management, Python, SQL, Financial Modeling, Excel",308705
30,25,Master,Accountant,Los Angeles,Large (1000+),"Project Management, AWS, Financial Modeling, Teamwork, Leadership",287808
55,19,Master,Sales Executive,New York,Large (1000+),"AWS, Machine Learning, Communication, Excel, Python, Project Management, Financial Modeling, SQL",236746
30,6,Master,Pharmacist,San Francisco,Startup (1-50),"Teamwork, AWS, SQL, Machine Learning, Project Management",166938
40,29,Master,Teacher,Remote,Startup (1-50),"Excel, Leadership, Financial Modeling, PowerPoint, Communication, SQL",108833
57,17,Master,HR Specialist,Seattle,Large (1000+),"Teamwork, Financial Modeling, Machine Learning, PowerPoint, SQL, AWS, JavaScript, Python",176698
41,4,Master,Marketing Manager,Seattle,Large (1000+),"Teamwork, AWS, Leadership, SQL, Project Management, Excel",116616
41,38,Master,Medical Technician,Chicago,Large (1000+),"PowerPoint, Communication, Teamwork, Python, AWS, Excel, Project Management",338011
39,20,Bachelor,DevOps Engineer,New York,Medium (200-1000),"PowerPoint, Teamwork, Python, SQL, Leadership, Machine Learning",241401
45,38,High School,Risk Manager,Remote,Startup (1-50),"JavaScript, PowerPoint, Excel, Machine Learning, Leadership, Communication",93273
35,14,Bachelor,DevOps Engineer,Austin,Large (1000+),"Project Management, PowerPoint, Communication, Leadership, Teamwork, AWS, Python, SQL",154030
55,0,PhD,Nurse,Remote,Startup (1-50),"Excel, PowerPoint, Project Management, AWS, JavaScript, Teamwork, Leadership, Financial Modeling",69690
53,4,Bachelor,Software Engineer,Remote,Small (50-200),"Communication, AWS, PowerPoint, Machine Learning, Teamwork, Financial Modeling",80554
43,19,Bachelor,DevOps Engineer,Los Angeles,Startup (1-50),"Financial Modeling, AWS, Machine Learning, Excel, SQL, Teamwork, JavaScript, Communication",169880
48,6,High School,DevOps Engineer,Los Angeles,Startup (1-50),"Communication, JavaScript, SQL, Leadership, AWS",98152
22,21,PhD,Teacher,Remote,Startup (1-50),"Teamwork, JavaScript, Excel, Financial Modeling, Communication, AWS, PowerPoint, SQL",112928
49,2,Bachelor,UX Designer,Austin,Startup (1-50),"Teamwork, AWS, Machine Learning, JavaScript, SQL, Excel",77945
50,3,High School,Teacher,San Francisco,Startup (1-50),"Python, Leadership, Financial Modeling, Communication, Excel",70629
47,26,Master,HR Specialist,Atlanta,Small (50-200),"Communication, Excel, Project Management, SQL, JavaScript, Financial Modeling, Teamwork",113885
23,31,Master,Marketing Manager,Boston,Large (1000+),"Communication, JavaScript, AWS, SQL, Project Management, Financial Modeling",247282
39,9,Bachelor,Sales Executive,Seattle,Medium (200-1000),"PowerPoint, JavaScript, Communication, Project Management, Excel, Financial Modeling, Leadership",103274
48,35,Bachelor,Teacher,Los Angeles,Small (50-200),"AWS, Leadership, JavaScript, Communication, Excel, Machine Learning, Project Management",192346
47,5,PhD,Doctor,Boston,Medium (200-1000),"Teamwork, SQL, Project Management, Python, Communication, Financial Modeling, Leadership, JavaScript",170777
56,18,Bachelor,Software Engineer,New York,Medium (200-1000),"Teamwork, SQL, Machine Learning, Leadership, Financial Modeling, Project Management, Python, PowerPoint",234895
32,21,Bachelor,Data Scientist,Austin,Large (1000+),"Communication, SQL, AWS, Teamwork, Excel, Project Management",166117
22,3,Bachelor,DevOps Engineer,Austin,Medium (200-1000),"Teamwork, Machine Learning, PowerPoint, Leadership, Communication",90521
42,15,Master,Product Manager,Chicago,Medium (200-1000),"Project Management, Teamwork, Excel, PowerPoint, AWS",161166
47,34,Master,UX Designer,Chicago,Startup (1-50),"Machine Learning, Communication, Financial Modeling, AWS, Python, PowerPoint, Teamwork",206236
45,7,Master,Medical Technician,New York,Medium (200-1000),"Communication, Teamwork, PowerPoint, Leadership, Financial Modeling, Python, Machine Learning, JavaScript",206831
44,16,High School,Medical Technician,Chicago,Large (1000+),"Financial Modeling, AWS, Excel, JavaScript, Leadership",132345
38,18,Master,DevOps Engineer,Seattle,Startup (1-50),"Excel, JavaScript, Teamwork, PowerPoint, Python",174276
30,1,Bachelor,Financial Analyst,Chicago,Medium (200-1000),"Excel, Teamwork, AWS, Financial Modeling, Machine Learning, Leadership, PowerPoint",81278
56,17,Bachelor,Sales Executive,Austin,Large (1000+),"Leadership, PowerPoint, JavaScript, Excel, Financial Modeling, Machine Learning",119830
50,8,High School,DevOps Engineer,Remote,Medium (200-1000),"SQL, Project Management, Communication, Python, Machine Learning",83609
50,29,Bachelor,Marketing Manager,Boston,Large (1000+),"Machine Learning, AWS, SQL, Project Management, Leadership, JavaScript",203235
41,16,PhD,Sales Executive,Denver,Medium (200-1000),"SQL, Excel, JavaScript, Leadership, PowerPoint, Project Management, Communication",152517
23,5,Master,Investment Banker,Denver,Large (1000+),"Project Management, Teamwork, Excel, Communication, Machine Learning, Financial Modeling, SQL",138043
43,36,Bachelor,DevOps Engineer,Boston,Large (1000+),"Leadership, Communication, Teamwork, Excel, Financial Modeling, JavaScript, Machine Learning, PowerPoint",299900
46,10,PhD,Sales Executive,Chicago,Startup (1-50),"Excel, Python, Communication, JavaScript, AWS, PowerPoint",106856
59,19,Master,Data Scientist,New York,Startup (1-50),"AWS, JavaScript, Teamwork, SQL, Machine Learning, Project Management",228055
54,13,Bachelor,Accountant,Denver,Large (1000+),"Leadership, Teamwork, Project Management, Financial Modeling, Machine Learning, Communication, PowerPoint, AWS",145770
55,8,Bachelor,Pharmacist,Los Angeles,Large (1000+),"Project Management, Machine Learning, Leadership, Teamwork, Python, Financial Modeling, JavaScript",194027
56,2,Master,Investment Banker,San Francisco,Small (50-200),"Python, Leadership, Financial Modeling, AWS, Teamwork, Excel, PowerPoint",152155
58,13,Bachelor,Financial Analyst,San Francisco,Medium (200-1000),"AWS, Project Management, Financial Modeling, Python, Leadership",189024
53,30,Bachelor,Product Manager,Austin,Small (50-200),"Project Management, Teamwork, Leadership, Financial Modeling, Excel",155056
52,8,High School,Accountant,Denver,Small (50-200),"Excel, Project Management, Communication, Machine Learning, JavaScript, Python, PowerPoint, AWS",84514
26,33,Bachelor,Teacher,Los Angeles,Small (50-200),"Python, Machine Learning, Communication, PowerPoint, Excel, AWS, Leadership, JavaScript",185117
50,31,Master,UX Designer,Austin,Large (1000+),"PowerPoint, SQL, Leadership, Machine Learning, Project Management, Teamwork, Python",237251
39,37,Bachelor,Software Engineer,Boston,Startup (1-50),"JavaScript, Excel, AWS, Machine Learning, Leadership",220554
52,17,PhD,Accountant,Boston,Medium (200-1000),"Leadership, Machine Learning, Financial Modeling, Project Management, Excel, SQL, JavaScript",231837
22,14,Bachelor,UX Designer,Seattle,Startup (1-50),"Leadership, Teamwork, Python, Communication, JavaScript, PowerPoint, AWS",134940
44,35,Master,Sales Executive,Denver,Medium (200-1000),"PowerPoint, SQL, JavaScript, Teamwork, Machine Learning",198818
53,16,Bachelor,Product Manager,New York,Medium (200-1000),"Excel, Communication, PowerPoint, JavaScript, Financial Modeling",198228
27,21,Master,Investment Banker,Austin,Startup (1-50),"Financial Modeling, Machine Learning, AWS, JavaScript, Excel, Communication",131602
32,32,PhD,Accountant,Chicago,Small (50-200),"JavaScript, AWS, SQL, Project Management, Excel",208496
49,39,Bachelor,Product Manager,San Francisco,Medium (200-1000),"Communication, Python, Excel, Teamwork, PowerPoint, JavaScript, Machine Learning",335959
56,4,Bachelor,UX Designer,Remote,Startup (1-50),"Machine Learning, Leadership, Excel, AWS, Communication, Project Management",68607
37,25,Bachelor,Financial Analyst,Austin,Small (50-200),"AWS, Financial Modeling, Leadership, Machine Learning, Teamwork, Communication",118353
56,10,Bachelor,Marketing Manager,Los Angeles,Large (1000+),"AWS, Excel, Python, Project Management, SQL",137532
51,5,Bachelor,HR Specialist,Austin,Medium (200-1000),"JavaScript, Leadership, PowerPoint, SQL, Project Management",71886
25,39,Bachelor,UX Designer,Remote,Medium (200-1000),"Teamwork, AWS, Project Management, Machine Learning, Python",186633
53,15,Master,Doctor,Boston,Startup (1-50),"Python, Teamwork, AWS, Excel, JavaScript, Financial Modeling, Project Management",160646
42,12,Bachelor,Marketing Manager,San Francisco,Startup (1-50),"Python, PowerPoint, Financial Modeling, Leadership, SQL, Communication, Excel, AWS",113337
55,26,Bachelor,Doctor,Austin,Large (1000+),"Excel, Python, SQL, Communication, JavaScript, Project Management, Leadership",208497
41,30,Master,HR Specialist,Seattle,Small (50-200),"Project Management, Excel, Leadership, Python, AWS, Financial Modeling, SQL",184441
44,12,PhD,Investment Banker,Boston,Startup (1-50),"SQL, Machine Learning, Excel, AWS, JavaScript, PowerPoint, Project Management",152204
50,19,Bachelor,Financial Analyst,Atlanta,Large (1000+),"Communication, Project Management, SQL, Leadership, Excel, PowerPoint",115688
39,26,Master,UX Designer,Seattle,Small (50-200),"SQL, PowerPoint, JavaScript, Machine Learning, Python, Communication",207711
43,26,Master,Medical Technician,Denver,Medium (200-1000),"Teamwork, Communication, PowerPoint, JavaScript, Python, Excel, Leadership",219744
44,28,Bachelor,Doctor,Austin,Medium (200-1000),"Python, Machine Learning, Communication, Project Management, Leadership, Teamwork",177965
25,31,PhD,Medical Technician,Boston,Medium (200-1000),"AWS, Machine Learning, Project Management, SQL, Communication",337387
35,11,Master,Software Engineer,Chicago,Large (1000+),"Machine Learning, Teamwork, Communication, Excel, JavaScript, Financial Modeling, SQL",175019
43,32,Master,Accountant,Los Angeles,Startup (1-50),"Leadership, JavaScript, Communication, Excel, Project Management",210464
58,24,Bachelor,Medical Technician,Remote,Small (50-200),"Communication, PowerPoint, Teamwork, Leadership, Machine Learning, Project Management, Python",134448
35,24,PhD,UX Designer,New York,Large (1000+),"SQL, AWS, JavaScript, Financial Modeling, Python, Excel, Communication",394064
33,4,High School,Doctor,Seattle,Medium (200-1000),"Leadership, Machine Learning, Python, Excel, Project Management",96315
41,13,Master,Pharmacist,New York,Startup (1-50),"Communication, Financial Modeling, Teamwork, PowerPoint, SQL, Leadership, Project Management, Excel",208609
46,37,Bachelor,Accountant,Boston,Large (1000+),"JavaScript, Excel, Financial Modeling, Machine Learning, AWS, Python",273448
56,34,Bachelor,Investment Banker,Seattle,Large (1000+),"Python, Leadership, Teamwork, Project Management, JavaScript",241971
37,21,Master,Teacher,Remote,Small (50-200),"SQL, PowerPoint, Python, Financial Modeling, Teamwork, Machine Learning, Project Management, Communication",111618
48,23,High School,Marketing Manager,Austin,Small (50-200),"Financial Modeling, Leadership, Project Management, Machine Learning, AWS, Python, PowerPoint, Communication",86094
33,21,Bachelor,Risk Manager,Austin,Medium (200-1000),"JavaScript, Teamwork, PowerPoint, Project Management, Excel, AWS, SQL",127645
35,28,Bachelor,Nurse,Boston,Large (1000+),"Excel, AWS, Project Management, Machine Learning, SQL",282006
28,19,Bachelor,HR Specialist,Los Angeles,Small (50-200),"AWS, Project Management, Financial Modeling, Excel, SQL, Leadership, PowerPoint, JavaScript",152614
27,32,Master,Teacher,Remote,Startup (1-50),"Teamwork, Communication, Python, PowerPoint, Machine Learning, SQL, JavaScript, AWS",118630
24,8,Bachelor,Investment Banker,Chicago,Startup (1-50),"Python, Machine Learning, Teamwork, AWS, Leadership, Project Management",88618
44,37,Bachelor,DevOps Engineer,Chicago,Startup (1-50),"PowerPoint, Teamwork, SQL, Leadership, Project Management, Python",173623
42,33,High School,UX Designer,Denver,Large (1000+),"Excel, Leadership, Python, AWS, JavaScript, Machine Learning, SQL, Communication",217053
42,28,High School,Financial Analyst,Austin,Medium (200-1000),"Communication, JavaScript, SQL, Financial Modeling, AWS",110129
37,9,PhD,Risk Manager,Los Angeles,Startup (1-50),"Teamwork, AWS, Excel, Financial Modeling, Project Management",162363
53,30,Master,Financial Analyst,Seattle,Large (1000+),"Project Management, Communication, Excel, JavaScript, PowerPoint, Machine Learning, SQL, Leadership",258364
37,16,Bachelor,Marketing Manager,Atlanta,Startup (1-50),"Teamwork, PowerPoint, Python, Leadership, Machine Learning",67739
53,35,Bachelor,HR Specialist,Boston,Startup (1-50),"JavaScript, Communication, Leadership, AWS, Teamwork, Excel",149891
48,2,Master,Teacher,Atlanta,Medium (200-1000),"AWS, Communication, JavaScript, Leadership, Financial Modeling, Python, PowerPoint",72725
30,0,Bachelor,Data Scientist,Austin,Large (1000+),"Project Management, PowerPoint, Teamwork, AWS, Excel",96110
37,27,Bachelor,Financial Analyst,Austin,Medium (200-1000),"SQL, JavaScript, Excel, Teamwork, PowerPoint, Machine Learning, Financial Modeling, AWS",139219
50,26,Bachelor,Nurse,Boston,Large (1000+),"Communication, Python, Machine Learning, Teamwork, Project Management",260334
57,36,PhD,UX Designer,Seattle,Medium (200-1000),"SQL, Teamwork, Leadership, Python, Project Management, JavaScript, Communication, Financial Modeling",346902
36,23,Bachelor,Risk Manager,Boston,Small (50-200),"Financial Modeling, AWS, Project Management, Python, Leadership, PowerPoint, Machine Learning, Communication",153959
24,18,Master,Data Scientist,Boston,Medium (200-1000),"JavaScript, Project Management, Python, Excel, Teamwork",212102
43,25,Master,Pharmacist,San Francisco,Medium (200-1000),"Leadership, Excel, Machine Learning, SQL, AWS, Teamwork",315969
30,28,Bachelor,HR Specialist,Chicago,Small (50-200),"Financial Modeling, Excel, Teamwork, SQL, Leadership, PowerPoint, JavaScript, Machine Learning",128902
54,30,Master,DevOps Engineer,San Francisco,Small (50-200),"Leadership, PowerPoint, AWS, Python, Financial Modeling, Machine Learning, JavaScript, Communication",336497
31,17,Bachelor,Investment Banker,New York,Small (50-200),"PowerPoint, Excel, Financial Modeling, Communication, Teamwork, Machine Learning, Python",176958
54,36,PhD,DevOps Engineer,Denver,Startup (1-50),"Project Management, Python, AWS, Teamwork, PowerPoint, JavaScript",263250
59,26,Bachelor,Investment Banker,Seattle,Medium (200-1000),"Leadership, Python, Machine Learning, PowerPoint, AWS, Communication, SQL, Teamwork",164376
54,9,Master,Medical Technician,San Francisco,Small (50-200),"Financial Modeling, SQL, Leadership, AWS, PowerPoint, Excel, JavaScript, Python",181562
30,17,Bachelor,DevOps Engineer,Austin,Small (50-200),"Machine Learning, Python, AWS, Project Management, SQL, PowerPoint, Financial Modeling, Communication",135587
46,37,Bachelor,Sales Executive,Atlanta,Medium (200-1000),"Financial Modeling, JavaScript, PowerPoint, Teamwork, Communication, Python",128226
30,8,Bachelor,Software Engineer,New York,Medium (200-1000),"Project Management, Communication, PowerPoint, Machine Learning, Python, JavaScript, SQL, Teamwork",165778
33,10,Bachelor,Investment Banker,New York,Startup (1-50),"PowerPoint, Python, Machine Learning, JavaScript, Teamwork, Excel",136825
32,27,Bachelor,Pharmacist,Austin,Small (50-200),"JavaScript, Financial Modeling, Excel, AWS, Machine Learning, Communication, SQL",165098
42,6,Master,Risk Manager,Los Angeles,Small (50-200),"Python, Teamwork, Financial Modeling, PowerPoint, AWS",133540
47,19,Bachelor,Software Engineer,Chicago,Large (1000+),"Financial Modeling, SQL, AWS, Leadership, Python, JavaScript, Communication, PowerPoint",167430
38,22,Master,Medical Technician,Remote,Medium (200-1000),"SQL, Leadership, Project Management, PowerPoint, Communication, AWS",155360
49,36,Master,Teacher,Atlanta,Medium (200-1000),"Machine Learning, JavaScript, Teamwork, Communication, AWS, Leadership, PowerPoint",150493
27,32,Bachelor,UX Designer,Seattle,Large (1000+),"Leadership, Excel, JavaScript, Communication, Financial Modeling, Project Management",258613
31,12,High School,Teacher,Austin,Startup (1-50),"JavaScript, Teamwork, SQL, Excel, AWS, Financial Modeling, Python",64380
31,27,Bachelor,HR Specialist,Denver,Small (50-200),"Leadership, Machine Learning, JavaScript, Teamwork, Excel",121300
30,23,Master,UX Designer,Atlanta,Small (50-200),"JavaScript, SQL, Communication, Python, Project Management, Machine Learning, PowerPoint, Financial Modeling",154600
27,26,Bachelor,Financial Analyst,New York,Startup (1-50),"Project Management, Teamwork, Machine Learning, JavaScript, SQL",183444
56,26,Master,Risk Manager,San Francisco,Medium (200-1000),"Excel, Teamwork, Leadership, Project Management, Financial Modeling",258985
32,19,Bachelor,Investment Banker,Los Angeles,Small (50-200),"Python, PowerPoint, SQL, Project Management, Machine Learning, Excel, Teamwork, JavaScript",163672
59,15,Master,Teacher,Remote,Small (50-200),"PowerPoint, Financial Modeling, AWS, Teamwork, Project Management, Excel",100697
40,5,Bachelor,Investment Banker,Seattle,Medium (200-1000),"JavaScript, AWS, Communication, Project Management, Financial Modeling",109508
56,12,Bachelor,Doctor,Remote,Large (1000+),"AWS, Communication, Financial Modeling, Machine Learning, Excel, PowerPoint, Python, JavaScript",135093
48,0,Bachelor,Doctor,Denver,Large (1000+),"JavaScript, Teamwork, Leadership, Communication, Financial Modeling, PowerPoint",99537
54,32,Bachelor,Teacher,Atlanta,Startup (1-50),"Financial Modeling, Project Management, AWS, PowerPoint, Teamwork, Leadership, SQL",102605
23,5,Bachelor,Software Engineer,Boston,Small (50-200),"PowerPoint, Leadership, JavaScript, Financial Modeling, Communication, Excel, Python, Teamwork",118928
52,10,Master,Data Scientist,Los Angeles,Small (50-200),"Leadership, SQL, JavaScript, PowerPoint, Financial Modeling",180968
59,34,Master,Medical Technician,Seattle,Medium (200-1000),"Project Management, Machine Learning, Financial Modeling, Teamwork, Communication, JavaScript",298607
59,3,Bachelor,Pharmacist,Remote,Small (50-200),"Financial Modeling, Project Management, Python, Communication, PowerPoint, SQL, Leadership, Excel",63654
46,33,Bachelor,Medical Technician,New York,Small (50-200),"SQL, Excel, Teamwork, Financial Modeling, AWS, Project Management, PowerPoint",279175
51,29,Bachelor,Product Manager,Chicago,Medium (200-1000),"Financial Modeling, Leadership, JavaScript, AWS, Python, Teamwork, SQL",187717
32,18,Bachelor,Accountant,New York,Medium (200-1000),"JavaScript, Leadership, Machine Learning, Python, SQL, Teamwork, Communication, AWS",188193
22,21,Master,HR Specialist,Boston,Medium (200-1000),"SQL, PowerPoint, Financial Modeling, Excel, Leadership, JavaScript",170341
45,12,Bachelor,UX Designer,Austin,Medium (200-1000),"Financial Modeling, PowerPoint, Project Management, Leadership, AWS, Python",128343
37,20,PhD,Investment Banker,Denver,Large (1000+),"Communication, Financial Modeling, AWS, Python, Teamwork, Project Management",230266
56,11,Master,Software Engineer,Los Angeles,Medium (200-1000),"SQL, Leadership, JavaScript, AWS, PowerPoint",218407
25,19,PhD,Accountant,Boston,Small (50-200),"Leadership, Machine Learning, Excel, Python, Teamwork, Project Management, JavaScript",196734
23,22,Bachelor,Pharmacist,Chicago,Startup (1-50),"Excel, PowerPoint, Project Management, Python, Leadership",143089
45,26,Master,UX Designer,New York,Large (1000+),"Communication, AWS, Python, JavaScript, Excel, Teamwork",384226
55,6,Bachelor,Financial Analyst,Denver,Medium (200-1000),"Python, Teamwork, JavaScript, SQL, Machine Learning",101248
53,32,Master,Investment Banker,Seattle,Startup (1-50),"Leadership, Teamwork, Project Management, PowerPoint, SQL, Machine Learning",186705
38,7,Master,UX Designer,Seattle,Medium (200-1000),"Excel, SQL, Financial Modeling, Teamwork, Python, PowerPoint",155648
54,31,Master,Nurse,New York,Medium (200-1000),"Python, PowerPoint, SQL, Project Management, Machine Learning, Financial Modeling, Communication, JavaScript",354911
55,32,Bachelor,Investment Banker,Chicago,Medium (200-1000),"Machine Learning, Leadership, SQL, JavaScript, Teamwork, Communication, Project Management, AWS",179244
41,32,Master,DevOps Engineer,Denver,Large (1000+),"SQL, Project Management, Machine Learning, Leadership, AWS, Communication",289973
47,4,Master,Software Engineer,San Francisco,Startup (1-50),"Leadership, Financial Modeling, Machine Learning, Project Management, Excel, Teamwork, Python",152297
38,15,PhD,Risk Manager,Denver,Medium (200-1000),"Python, Financial Modeling, Machine Learning, Teamwork, JavaScript, Leadership, PowerPoint, Project Management",174954
23,14,High School,Teacher,Boston,Large (1000+),"Communication, PowerPoint, JavaScript, Machine Learning, Teamwork",120923
31,35,Bachelor,Teacher,Chicago,Small (50-200),"JavaScript, Project Management, Leadership, Excel, Machine Learning, PowerPoint",140173
35,38,Master,DevOps Engineer,Remote,Small (50-200),"AWS, Machine Learning, Teamwork, Python, Leadership, SQL, PowerPoint",194065
57,27,Bachelor,Pharmacist,Seattle,Medium (200-1000),"JavaScript, SQL, Python, PowerPoint, Teamwork",212204
29,3,Master,Nurse,Austin,Medium (200-1000),"JavaScript, Excel, AWS, Project Management, Financial Modeling, Python, Leadership, Teamwork",104350
35,35,Bachelor,DevOps Engineer,San Francisco,Small (50-200),"Leadership, Financial Modeling, Project Management, JavaScript, Excel, Python, PowerPoint, AWS",300338
54,10,Bachelor,UX Designer,San Francisco,Startup (1-50),"Communication, Leadership, SQL, PowerPoint, Financial Modeling, Machine Learning, Project Management",159897
53,23,Master,Accountant,Remote,Large (1000+),"Machine Learning, Project Management, Teamwork, AWS, Financial Modeling, Excel",170864
34,7,Bachelor,Accountant,Remote,Medium (200-1000),"PowerPoint, Python, AWS, SQL, Machine Learning, JavaScript, Financial Modeling, Excel",83865
26,38,High School,HR Specialist,Atlanta,Small (50-200),"Project Management, Communication, Leadership, Financial Modeling, SQL, AWS, Teamwork, JavaScript",99254
22,7,Bachelor,Medical Technician,San Francisco,Large (1000+),"Leadership, Machine Learning, Communication, SQL, AWS",177546
25,14,Bachelor,Medical Technician,Remote,Medium (200-1000),"Leadership, Project Management, JavaScript, Communication, PowerPoint, Python, AWS, Excel",105652
50,35,Master,Product Manager,Seattle,Startup (1-50),"Financial Modeling, SQL, AWS, Leadership, Project Management",229305
23,31,PhD,Sales Executive,Denver,Medium (200-1000),"Teamwork, SQL, Machine Learning, JavaScript, Python, Financial Modeling",201746
50,23,Bachelor,Doctor,Boston,Startup (1-50),"Financial Modeling, JavaScript, Excel, Teamwork, Python, Leadership, Machine Learning, SQL",183647
57,6,Bachelor,DevOps Engineer,Boston,Small (50-200),"SQL, Project Management, Teamwork, Excel, JavaScript",116616
52,5,Bachelor,Teacher,Chicago,Medium (200-1000),"JavaScript, PowerPoint, Teamwork, Python, AWS, Excel, Leadership",74785
36,30,High School,Teacher,Boston,Startup (1-50),"PowerPoint, Leadership, Project Management, Teamwork, Machine Learning, Financial Modeling, AWS",121229
38,23,Master,UX Designer,San Francisco,Medium (200-1000),"JavaScript, PowerPoint, Financial Modeling, Project Management, Teamwork, AWS, Machine Learning",319927
36,34,Bachelor,Nurse,Seattle,Startup (1-50),"Communication, PowerPoint, Teamwork, AWS, JavaScript, Python",202133
56,39,Bachelor,Product Manager,San Francisco,Small (50-200),"Excel, PowerPoint, SQL, Machine Learning, JavaScript, Project Management, Teamwork, Communication",320706
57,33,Bachelor,DevOps Engineer,Boston,Small (50-200),"SQL, PowerPoint, Communication, Leadership, JavaScript, AWS",234347
33,4,Bachelor,Data Scientist,Seattle,Large (1000+),"Communication, Project Management, AWS, Python, Excel",151920
56,16,Master,Nurse,New York,Medium (200-1000),"PowerPoint, Excel, Project Management, AWS, JavaScript, Teamwork, SQL, Communication",249487
48,30,Master,Investment Banker,Los Angeles,Small (50-200),"Teamwork, Machine Learning, Excel, JavaScript, Communication, SQL, Project Management, Leadership",240572
57,37,Bachelor,Risk Manager,Atlanta,Small (50-200),"Excel, Project Management, SQL, Teamwork, Machine Learning, PowerPoint, Financial Modeling, Python",139867
44,10,Bachelor,Product Manager,Remote,Startup (1-50),"Machine Learning, JavaScript, Excel, Project Management, Communication, PowerPoint",78788
57,19,Master,Pharmacist,Atlanta,Startup (1-50),"Financial Modeling, Project Management, SQL, Excel, JavaScript, Teamwork, Python, Leadership",116320
39,3,Bachelor,HR Specialist,Los Angeles,Startup (1-50),"Teamwork, Project Management, Communication, Financial Modeling, SQL, Excel, PowerPoint",91487
44,17,Master,Financial Analyst,Boston,Small (50-200),"Communication, Project Management, AWS, Excel, JavaScript, Python, PowerPoint, Teamwork",171991
50,0,Master,UX Designer,Atlanta,Small (50-200),"Leadership, AWS, Teamwork, Project Management, Communication, Excel, JavaScript",76681
40,0,Master,Investment Banker,San Francisco,Medium (200-1000),"SQL, JavaScript, Communication, Leadership, Excel, Project Management, Machine Learning, Financial Modeling",147932
30,17,Bachelor,Investment Banker,San Francisco,Medium (200-1000),"JavaScript, Financial Modeling, PowerPoint, Leadership, Communication, AWS, Python",204776
39,33,High School,DevOps Engineer,Seattle,Small (50-200),"PowerPoint, AWS, Project Management, Financial Modeling, Communication, JavaScript",168547
27,31,Master,Marketing Manager,San Francisco,Medium (200-1000),"SQL, Leadership, Teamwork, Financial Modeling, Communication, Project Management",249867
